AGL6	AGAMOUS-like 13 (AGL13);AGAMOUS-like 6 (AGL6);SEPALLATA 2 (SEP2);SEPALLATA3 (SEP3)	OsMADS17, MADS17, NMADS3, RMADS213, nmads3;OsMADS1, LHS, lhs1, lhs, lhs2, op, nsr, MADS1, LHS1/OsMADS1, Lhs1, AFO, OsLHS1, OsLG3b, LG3b, qLGY3, LGY3, DLN80, OsDLN80, OLR, OsOLR, GW3p6, OsGW3p6, OsMADS1GW3p6, MADS1GW3p6, qLGY3/OsLG3b/GW3p6;OsMADS24, MADS8, OsMADS8, OsMADS8/24;OsMADS6, MADS6, OsMFO1;OsMADS7, OsMADS45, FDRMADS1, RMADS216, AGL6, M79, MADS45, Os MADS7, Os MADS45, OsMADS7/45
LOC101775277	2-oxoglutarate-dependent dioxygenase family protein	OsALKBH1
LOC101775282	cytochrome P450, family 71, subfamily A, polypeptide 21 (CYP71A21);cytochrome P450, family 71, subfamily A, polypeptide 22 (CYP71A22);cytochrome P450, family 71, subfamily A, polypeptide 24 (CYP71A24);cytochrome P450, family 71, subfamily A, polypeptide 25 (CYP71A25);cytochrome P450, family 71, subfamily A, polypeptide 26 (CYP71A26)	OsCYP71C3;OsCYP71T1;OsCYP71T2;OsCYP71T3
LOC101775284	Sec14p-like phosphatidylinositol transfer family protein	OsSec14-10, Sec14-10;OsSec14-11, Sec14-11;OsSec14-1, Sec14-1
LOC101775286	NAD(P)-binding Rossmann-fold superfamily protein;NmrA-like negative transcriptional regulator family protein	OsIRL
LOC101775287	DNAse I-like superfamily protein	
LOC101775289	eukaryotic translation initiation factor 3A (EIF3A)	
LOC101775291	Alba DNA/RNA-binding protein	OsAlba1, Alba1;OsAlba2, Alba2;OsAlba6, Alba6
LOC101775292	Protein of unknown function DUF455	
LOC101775295	ARM repeat superfamily protein	
LOC101775296	transducin family protein / WD-40 repeat family protein	OsWD40-15, OsDWD64, DWD64
LOC101775297	Nodulin MtN3 family protein;VEGETATIVE CELL EXPRESSED1 (AtVEX1)	OsSWEET5;OsSWEET6a, SWEET6a;OsSWEET6b, SWEET6b;OsSWEET7b, SWEET7b;OsSWEET7c, SWEET7c
LOC101775298	FTSH protease 11 (FTSH11);FTSH protease 1 (FTSH1);FTSH protease 4 (ftsh4);FTSH protease 6 (FTSH6)	OsFtsH1, FtsH1;OsFtsH4, FtsH4;OsFtsH5, FtsH5;OsFtsH9, FtsH9, OsFtsH2, FtsH2
LOC101775299	WRKY41;WRKY53;WRKY DNA-binding protein 30 (WRKY30);WRKY DNA-binding protein 70 (WRKY70)	OsWRKY113;OsWRKY15;OsWRKY19;OsWRKY69;OsWRKY74
LOC101775300	IAA-ALANINE RESISTANT 3 (IAR3);IAA-leucine resistant (ILR)-like 1 (ILL1);IAA-leucine resistant (ILR)-like 2 (ILL2);IAA-leucine resistant (ILR)-like gene 5 (ILL5);IAA-leucine resistant (ILR)-like gene 6 (ILL6)	OsAH1;OsAH6;OsAH7;OsAH8;OsAH9
LOC101775301	RING/U-box superfamily protein	OsFbox641, Os_F0319, OsFBO23, FBO23;OsRFPH2-2, OsRING323, RING323, OsC3HC4_019, C3HC4_019;OsRING96;OsRING97, OsC3HC4_055, C3HC4_055
LOC101775302	20S proteasome alpha subunit E1 (PAE1);20S proteasome alpha subunit E2 (PAE2);20S proteasome alpha subunit G1 (PAG1)	OsPAB1, PAB1, OsTT1;OsPAE1, PAE1;OsPAG1, OsPSA7
LOC101775303	ARM repeat superfamily protein;plant U-box 13 (PUB13);plant U-box 17 (PUB17);plant U-box 18 (PUB18)	OsPUB14, OsPUB14, PUB14;OsPUB2, OsPUB02, OsPUB2, PUB2;OsPUB3, OsPUB03, OsPUB3, PUB3;OsPUB4, OsPUB04, OsPUB4, PUB4;OsPUB5, OsPUB05, OsPUB5, PUB5
LOC101775304	Ypt/Rab-GAP domain of gyp1p superfamily protein	
LOC101775305	CONTAINS InterPro DOMAIN/s: Protein BYPASS related (InterPro:IPR008511);unknown protein	
LOC101775307	Protein kinase superfamily protein	OsGAUT1;OsRLCK175, OsPERK5, PERK5;OsRLCK199, LRRK1, OsLRRK1;OsRLCK210;OsRLCK64
LOC101775308	pectin methylesterase 44 (PME44);pectin methylesterase PCR fragment F (PMEPCRF);Plant invertase/pectin methylesterase inhibitor superfamily	OsPME1;OsPME22;OsPME25;OsPME6, OsPME1
LOC101775309	BIP1;BIP2;BIP3	OsBiP1, BiP1, BiP, Bip3, OsBiP3, BIP1/OsBIP3, OsMed37_2, Med37_2;OsBiP2, Bip2;OsBiP3, BiP3;OsBiP4, BiP4, OsMed37_5, Med37_5, BiP2;OsBiP5, OsBiP, BiP, BiP5, OsMed37_7, Med37_7
LOC101775310	embryo defective 2739 (emb2739)	
LOC101775312	soluble N-ethylmaleimide-sensitive factor adaptor protein 30 (SNAP30);soluble N-ethylmaleimide-sensitive factor adaptor protein 33 (SNAP33)	OsSNAP32
LOC101775315	glycolipid transfer protein 1 (GLTP1);glycolipid transfer protein 2 (GLTP2);Glycolipid transfer protein (GLTP) family protein	
LOC101775316	SWC2	
LOC101775318	nucleobase-ascorbate transporter 7 (NAT7);Xanthine/uracil permease family protein	
LOC101775320		
LOC101775321	ATP/ADP isopentenyltransferases (IPT8);isopentenyltransferase 1 (IPT1);isopentenyltransferase 3 (IPT3);isopentenyltransferase 6 (IPT6)	OsIPT5;OsIPT7;OsIPT8
LOC101775325	FASCICLIN-like arabinogalactan protein 15 precursor (FLA15);FASCICLIN-like arabinogalactan protein 16 precursor (FLA16);FASCICLIN-like arabinogalactan protein 17 precursor (FLA17);FASCICLIN-like arabinogalactan protein 18 precursor (FLA18)	OsFLA16;OsFLA17;OsFLA24
LOC101775326	Protein of unknown function, DUF538;SMALLER WITH VARIABLE BRANCHES (SVB)	OsEnS-91
LOC101775327	Tetratricopeptide repeat (TPR)-like superfamily protein	OsPILS5, PILS5;OsPPR920, OsPPR939, PPR939
LOC101775329	SUB1;unknown protein	
LOC101775331	C2H2-like zinc finger protein	
LOC101775332	pol-like 3 (PLL3);Protein phosphatase 2C family protein	OsPP2C26, OsPP37;OsPP2C31, OsPP49;OsPP2C39, OsPP64
LOC101775333	Leucine-rich receptor-like protein kinase family protein;Leucine-rich repeat receptor-like protein kinase family protein;Leucine-rich repeat transmembrane protein kinase family protein	OsRLCK127, RLCK127, OsCTB4a, qCTB4-1;OsRLCK256;OsRLCK275
LOC101775335	BRI1 SUPPRESSOR 1 (BRS1);serine carboxypeptidase-like 31 (scpl31);serine carboxypeptidase-like 34 (SCPL34);serine carboxypeptidase-like 35 (scpl35)	OsSCP25;OsSCP26, SCP26, OsGS5;OsSCP40;OsSCP8
LOC101775337	L-O-methylthreonine resistant 1 (OMR1);serine racemase (SR)	SerR
LOC101775338	BIG BROTHER (BB);RING/U-box superfamily protein	OsBBI1, OsRING242, RING242, OsC3HC4_059, C3HC4_059;OsRFPH2-14, OsRING130, RING130, OsC3HC4_045, C3HC4_045;OsRING291, E3BB, OsE3BB, BB, OsBB, E3BB, OsE3BB;OsRING6, OsC3HC4_029, C3HC4_029
LOC101775339	Ribosomal RNA adenine dimethylase family protein	
LOC101775340	zinc transporter 12 precursor (ZIP12);zinc transporter 1 precursor (ZIP1);zinc transporter 3 precursor (ZIP3);zinc transporter 5 precursor (ZIP5)	OsZIP3;OsZIP4;OsZIP5, OsZIP8, ZIP8, OsZIP9;OsZIP8, OsZIP1, ZIP1, OsZIP13, ZIP13
LOC101775341	PMZ;zinc finger (C2H2 type, AN1-like) family protein	OsSAP16, ZOS7-05, OsZOS7-05;OsSAP17
LOC101775342	EMBRYO DEFECTIVE 2761 (EMB2761);Threonyl-tRNA synthetase	OsLAS
LOC101775343	Glycosyl hydrolase superfamily protein	
LOC101775348	DDT domain-containing protein	
LOC101775350	P-loop containing nucleoside triphosphate hydrolases superfamily protein	OsDNA2_10;OsDNA2_11;OsDNA2_12;OsDNA2_13;OsDNA2_15
LOC101775351	Class I glutamine amidotransferase-like superfamily protein	FLO19, OsFLO19
LOC101775354	Major facilitator superfamily protein;MATE efflux family protein;NUCLEAR FUSION DEFECTIVE 4 (NFD4)	OsMFS6;OsMFS7
LOC101775355	LRR and NB-ARC domains-containing disease resistance protein;NB-ARC domain-containing disease resistance protein;RECOGNITION OF PERONOSPORA PARASITICA 13 (RPP13)	
LOC101775357	bromodomain and extraterminal domain protein 9 (BET9);DNA-binding bromodomain-containing protein;nuclear protein X1 (NPX1)	OsBrd12, Brd12;OsGTE4, OsBrd4b, Brd4b
LOC101775358	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein	
LOC101775359	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family;NDR1/HIN1-like 1 (NHL1);NDR1/HIN1-like 22 (NHL22)	OsNHL26;OsNHL31;OsNHL59;OsNHL69;OsNHL76
LOC101775360	Agenet domain-containing protein	
LOC101775361	Histone superfamily protein;nuclear factor Y, subunit C11 (NF-YC11)	OsDrAp1, DrAp1;OsDrAp2, DrAp2, OsHAPL1, HAPL1, DLN150, OsDLN150
LOC101775362	CONTAINS InterPro DOMAIN/s: Kinetochore-Ndc80 complex, subunit Spc25 (InterPro:IPR013255)	
LOC101775363	homeobox protein 21 (HB21);homeobox protein 22 (HB22);homeobox protein 31 (HB31)	OsZHD1, ZHD1, OsACL-D, ZHD_G6, OsZHD_G6;OsZHD2;OsZHD3;OsZHD4;OsZHD6
LOC101775364	cysteine-rich RLK (RECEPTOR-like protein kinase) 21 (CRK21);cysteine-rich RLK (RECEPTOR-like protein kinase) 39 (CRK39);cysteine-rich RLK (RECEPTOR-like protein kinase) 40 (CRK40)	OsRLCK144;OsRLCK295;OsRLCK321;OsRLCK337
LOC101775365	SIN3-like 3 (SNL3);SIN3-like 4 (SNL4)	
LOC101775366	NB-ARC domain-containing disease resistance protein;RECOGNITION OF PERONOSPORA PARASITICA 13 (RPP13);RESISTANCE TO P. SYRINGAE PV MACULICOLA 1 (RPM1)	OsRPM1, RPM-1;Pik-m, Pi-m, Pi-km, Pikm, Pi m, Pikm1-TS, Pikm2-TS, Pi-km1, Pi-km2
LOC101775368	HIGH PLOIDY2 (HPY2)	OsHPY2, OsHPY2.1, OsHPY2.2
LOC101775371	Lung seven transmembrane receptor family protein	OsCOLD6
LOC101775372	Tetratricopeptide repeat (TPR)-like superfamily protein	
LOC101775374	ankyrin repeat family protein;Ankyrin repeat family protein	
LOC101775375	BONZAI 1 (BON1);BONZAI 2 (BON2);BONZAI 3 (BON3);DCD (Development and Cell Death) domain protein	OsBON1, OsC2DP18, C2DP18, OsvWA5, vWA5;OsBON3, OsC2DP45, C2DP45, OsvWA16, vWA16;OsRING89, OsvWA26, vWA26, OsRGLG6, RGLG6
LOC101775377	DNAse I-like superfamily protein	
LOC101775378	cytochrome P450, family 706, subfamily A, polypeptide 4 (CYP706A4);cytochrome P450, family 71, subfamily A, polypeptide 22 (CYP71A22);cytochrome P450, family 71, subfamily A, polypeptide 26 (CYP71A26);cytochrome P450, family 83, subfamily B, polypeptide 1 (CYP83B1);TRANSPARENT TESTA 7 (TT7)	OsCYP92A11;OsCYP92A9, CYP92A9, OsCYP71A1, CYP71A1, OsCYP71W6, CYP71W6, BBH, OsBBH, SD3, OsSD3;OsCYP92C21, OsCYP71AB7, CYP71AB7;OsF3'H2, OsCYP71W1, CYP71W1
LOC101775379	Adenine nucleotide alpha hydrolases-like superfamily protein;morphogenesis of root hair 6 (MRH6)	OsUSP24;OsUSP42;OsUSP7;OsUSP, USP
LOC101775380	CONTAINS InterPro DOMAIN/s: Putative harbinger transposase-derived nuclease (InterPro:IPR006912);unknown protein	
LOC101775381	ANGUSTIFOLIA 3 (AN3);GRF1-interacting factor 3 (GIF3)	OsGIF1;OsGIF2;OsGIF3, OsGIF1, GIF1, MKB3
LOC101775384	GTP binding protein beta 1 (AGB1);Transducin/WD40 repeat-like superfamily protein	OsWD40-179, OsKTN80a, OsDWD9, DWD9;OsWD40-80, RGbeta1, OsRGB1, OsDWD38, DWD38;OsWD40-86, WD40-86, OsWDR5a, WDR5a, OsWDR5, WDR5, OsDWD41, DWD41
LOC101775385	methyl-CPG-binding domain 10 (MBD10);methyl-CPG-binding domain 11 (MBD11)	OsMeCP, MeCP, OsMBD707
LOC101775386	MATE efflux family protein;root hair specific 2 (RSH2)	OsMATE16;OsMATE3;OsMATE33;OsMATE35;OsSTA240, OsMATE39, MATE39
LOC101775387	pentatricopeptide (PPR) repeat-containing protein;Pentatricopeptide repeat (PPR) superfamily protein;Tetratricopeptide repeat (TPR)-like superfamily protein	
LOC101775388	alpha/beta-Hydrolases superfamily protein;soluble epoxide hydrolase (SEH)	OsEUI2
LOC101775389	cyanase (CYN)	OsCYN
LOC101775391	TRICHOME BIREFRINGENCE-LIKE 21 (TBL21);TRICHOME BIREFRINGENCE-LIKE 23 (TBL23);TRICHOME BIREFRINGENCE-LIKE 25 (TBL25);TRICHOME BIREFRINGENCE-LIKE 26 (TBL26);TRICHOME BIREFRINGENCE-LIKE 27 (TBL27)	OsTBL40;OsTBL41;OsTBL43;OsTBL44;OsTBL45
LOC101775392	BCL-2-associated athanogene 1 (BAG1);BCL-2-associated athanogene 2 (BAG2);BCL-2-associated athanogene 3 (BAG3)	OsBAG1;OsBAG2;OsBAG3
LOC101775393	Glycosyl hydrolase family 38 protein	
LOC101775394	MuDR family transposase;"Mutator-like transposase family, has a 1.9e-58 P-value blast match to GB:AAA21566 mudrA of transposon=""MuDR"" (MuDr-element) (Zea mays)";"Mutator-like transposase family, has a 2.7e-53 P-value blast match to GB:AAA21566 mudrA of transposon=""MuDR"" (MuDr-element) (Zea mays)"	
LOC101775395	20S proteasome beta subunit E1 (PBE1);N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein;PBA1	OsPBE1
LOC101775396	Histone superfamily protein	H4;H4, OsH4;OsH4, H4, OsPH9
LOC101775397	XB3 ortholog 1 in Arabidopsis thaliana (XBAT31);XB3 ortholog 2 in Arabidopsis thaliana (XBAT32);XB3 ortholog 3 in Arabidopsis thaliana (XBAT33)	XBOS32, OsRING345, RING345;XBOS33, OsRING346, RING346
LOC101775398	CHLORORESPIRATORY REDUCTION22 (CRR22);ORGANELLE TRANSCRIPT PROCESSING 84 (OTP84);Pentatricopeptide repeat (PPR) superfamily protein;Tetratricopeptide repeat (TPR)-like superfamily protein	OsPPS1
LOC101775399	Glycosyl hydrolase superfamily protein	
LOC101775400	RADICAL-INDUCED CELL DEATH1 (RCD1);WWE protein-protein interaction domain protein family	OsSRO1b;OsSRO1c, SRO1c, OsBOC1
LOC101775401	Peroxidase family protein;Peroxidase superfamily protein;root hair specific 19 (RHS19)	prx58, OsPRX58;prx90;prx91;prx92, OsPRX92;prx93
LOC101775403	Methyltransferase family protein;S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	
LOC101775410	SUPPRESSOR OF G PROTEIN BETA1 (SGB1)	OsGMST1, OspGlcT2, pGlcT2;OspGlcT3, pGlcT3;OsPGLCT, OspGlcT1, pGlcT1
LOC101775412	CONTAINS InterPro DOMAIN/s: Putative harbinger transposase-derived nuclease (InterPro:IPR006912)	
LOC101775414	hexokinase 1 (HXK1);hexokinase 2 (HXK2);hexokinase 3 (HXK3);hexokinase-like 1 (HKL1)	OsHXK2;OsHXK6;OsHXK7, OsHXK8;OsHXK8;OsHXK9
LOC101775415	ATHB-15;homeobox gene 8 (HB-8);PHABULOSA (PHB)	OSHB4, OsHox32, HOX32, OsHB4, Oshox32, PHB3, OsHDZ13, OsHDZIP13, HDZ13, HDZIP13;Oshox29, OsHox29, OSHB5, HB5;Oshox33, OsHox33, OSHB3, HB3, SIP22, OsSIP22, OsHDZ40, OsHDZIP40, HDZ40, HDZIP40;Oshox9, OsHox9, OsHB2, HB2, OSHB2, OsHDZ37, OsHDZIP37, HDZ37, HDZIP37
LOC101775417	RAB GTPase homolog G3C (RABG3c);RAB GTPase homolog G3D (RABG3d);RAB GTPase homolog  G3E (RABG3E);RAB GTPase homolog G3F (RAB7B)	OsRab7A1;OsRab7A2;OsRab7B1, Rab7B1, OsRab7;OsRab7B3, Rab7B3, OsRab7, Rab7
LOC101775418	sugar-dependent 1-like (SDP1-LIKE);SUGAR-DEPENDENT1 (SDP1)	OspPLAIValpha, pPLAIValpha;OspPLAIVbeta, pPLAIVbeta
LOC101775420	delta1-pyrroline-5-carboxylate synthase 1 (P5CS1);delta 1-pyrroline-5-carboxylate synthase 2 (P5CS2)	OsP5CS, P5CS1, OsP5CS1, OsALDH18B1, ALDH18B1, OsP5CS-1, P5CS-1;P5CS2, OsP5CS2, OsALDH18B2
LOC101775421	nuclear factor Y, subunit B1 (NF-YB1);nuclear factor Y, subunit B3 (NF-YB3);nuclear factor Y, subunit B5 (NF-YB5)	OsHAP3A, OsNF-YB-2, NFYB2, NF-YB2;OsHAP3F, NF-YB, CBF-A, NF-YB10, OsNF-YB10, NFYB10;OsHAP3G, NF-YB, CBF-A, OsNF-YB6, NF-YB6, NFYB6;OsHAP3I, NF-YB, CBF-A, NF-YB8, OsNF-YB8, NFYB8
LOC101775422	EARLY-RESPONSIVE TO DEHYDRATION 9 (ERD9);glutathione S-transferase tau 13 (GSTU13);glutathione S-transferase TAU 1 (GSTU1);glutathione S-transferase tau 7 (GSTU7);glutathione S-transferase TAU 8 (GSTU8)	OsGSTU35;OsGSTU36;OsGSTU41;OsGSTU42;OsGSTU43
LOC101775424	unknown protein	
LOC101775426	Ribosomal protein S5 family protein	
LOC101775428	unknown protein	
LOC101775429	embryo defective 2758 (EMB2758);mitochondrial editing factor  22 (MEF22);Pentatricopeptide repeat (PPR) superfamily protein;Tetratricopeptide repeat (TPR)-like superfamily protein	PPR, OsPLS34
LOC101775432	Protein of unknown function (DUF1644)	OsSIDP301
LOC101775434	PLAC8 family protein;PLANT CADMIUM RESISTANCE 11 (PCR11);PLANT CADMIUM RESISTANCE 1 (PCR1);PLANT CADMIUM RESISTANCE 2 (PCR2)	OsFWL2, OsPCR1, PCR1, OsFWL1, FWL1;OsFWL3, OsFWL2/OsPCR5, OsFWL2, OsPCR5, FWL2, PCR5;OsFWL6, OsCNR10, CNR10, OsFWL5/OsPCR1, OsFWL5, OsPCR1, FWL5, PCR1;OsFWL7, PGPS/D12, PGPS, D12, OsFWL6, FWL6
LOC101775435	embryo defective 1745 (emb1745)	
LOC101775437	unknown protein;unknown protein.	
LOC101775440	SKU5;SKU5 similar 1 (SKS1);SKU5  similar 2 (SKS2)	RMP2
LOC101775441	CCT motif family protein	
LOC101775443	Acyl-CoA N-acyltransferases (NAT) superfamily protein	OsHAG713
LOC101775444	GASSHO 2 (GSO2);Leucine-rich repeat (LRR) family protein;Leucine-rich repeat receptor-like protein kinase family protein;plant intracellular ras group-related LRR 5 (PIRL5)	Os-FLS2, OsFLS2, OsCLV2f, CLV2f;OsIRL6;OsXIAO, OsCLV2e, CLV2e
LOC101775445	cytochrome P450, family 87, subfamily A, polypeptide 6 (CYP89A6);cytochrome P450, family 87, subfamily A, polypeptide 7 (CYP89A7);cytochrome P450, family 87, subfamily A, polypeptide 9 (CYP89A9);cytochrome P450, family 89, subfamily A, polypeptide 5 (CYP89A5);Cytochrome P450 superfamily protein	
LOC101775446	exocyst subunit exo70 family protein B1 (EXO70B1);exocyst subunit exo70 family protein D1 (EXO70D1);exocyst subunit exo70 family protein D2 (EXO70D2);exocyst subunit exo70 family protein D3 (EXO70D3);exocyst subunit exo70 family protein F1 (EXO70F1)	OsEXO70D1, OsExo70D1, OrysaD1_Exo70;OsEXO70D2, OsExo70D2, OrysaD2_Exo70;OsEXO70F1, OsExo70F1, OrysaF1_Exo70;OsEXO70F2, OsExo70F2, OrysaF2_Exo70, OsExo70-F2, Exo70-F2;OsEXO70F3, OsExo70F3, OrysaF3_Exo70, OsExo70-F3, Exo70-F3
LOC101775448	autoinhibited Ca(2+)-ATPase 9 (ACA9);autoinhibited Ca2+ -ATPase, isoform 8 (ACA8)	FCO2;osACA11, OsACA6, OsACA5, OsPM4ATP8;OsZOS8-11
LOC101775450	glycyl-tRNA synthetase / glycine--tRNA ligase;tRNA synthetase class II (G, H, P and S) family protein	OsGlyRS1, GlyRS1;OsGlyRS3, GlyRS3
LOC101775451	ECERIFERUM 4 (CER4);fatty acid reductase 1 (FAR1);fatty acid reductase 4 (FAR4);fatty acid reductase 5 (FAR5);fatty acid reductase 8 (FAR8)	OsCER4, OsFAR3, FAR3;OsFAR1;OsFAR4;OsFAR7;OsFAR8
LOC101775452	HOPZ-ACTIVATED RESISTANCE 1 (ZAR1);NB-ARC domain-containing disease resistance protein;RECOGNITION OF PERONOSPORA PARASITICA 13 (RPP13);RESISTANCE TO P. SYRINGAE PV MACULICOLA 1 (RPM1)	Xa39, OsXa39, OsRGA5-L2, RGA5-L2, OsRGA5L2, RGA5L2
LOC101775455	EMBRYO DEFECTIVE 2745 (EMB2745);pentatricopeptide (PPR) repeat-containing protein;Pentatricopeptide repeat (PPR) superfamily protein;rna processing factor 2 (RPF2)	PPR
LOC101775456	EMBRYO DEFECTIVE 175 (EMB175);Pentatricopeptide repeat (PPR) superfamily protein;Tetratricopeptide repeat (TPR)-like superfamily protein	OsSLA4
LOC101775457	Nse4, component of Smc5/6 DNA repair complex	
LOC101775459	unknown protein	
LOC101775460	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein	OsMORC1;OsMORC4;OsMORC6c, MORC6, OsMORC6;OsMORC7
LOC101775462	Clp amino terminal domain-containing protein;Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein	OsSMAX1
LOC101775463	pentatricopeptide (PPR) repeat-containing protein;Pentatricopeptide repeat (PPR) superfamily protein	OsPPR1, rPPR1;OsPPS1;PPR13;PPR, OsPLS34
LOC101775464	myb domain protein 36 (MYB36);myb domain protein 68 (MYB68);myb domain protein 84 (MYB84);myb domain protein 87 (MYB87);REGULATOR OF AXILLARY MERISTEMS 2 (RAX2)	OsMYB30, MYB30, Os2R_MYB84, MYB2-101, OsMYB2-101;OsMYB36a, Os2R_MYB75, 2R_MYB75, MYB2-90, OsMYB2-90;OsMYB36c, Os2R_MYB42, 2R_MYB42, MYB2-47, OsMYB2-47;OsMYB55, OsMYB-2, MYB55, MYB-2, OsPL, Os2R_MYB60, 2R_MYB60, MYB2-70, OsMYB2-70;OsRGN1, Os2R_MYB10, 2R_MYB10, MYB2-11, OsMYB2-11
LOC101775465	laccase 12 (LAC12);laccase 5 (LAC5);laccase 7 (LAC7);laccase 8 (LAC8);Laccase/Diphenol oxidase family protein	OsLAC17;OsLAC22;OsLAC23, OsLAC19, LAC19;OsLAC24;OsLAC8, OsLAC7, LAC7
LOC101775466	HAT22;homeobox from Arabidopsis thaliana (HAT14);homeobox-leucine zipper protein 3 (HAT3);homeobox-leucine zipper protein 4 (HB4);homeobox protein 2 (HB-2)	Oshox11, OsHox11, OsHDZ30, OsHDZIP30, HDZ30, HDZIP30;Oshox15, OsHox15, OsHDZ34, OsHDZIP34, HDZ34, HDZIP34;Oshox17, OsHox17, OsHDZ15, OsHDZIP15, HDZ15, HDZIP15;Oshox19, OsHox19, OsHDZ12, OsHDZIP12, HDZ12, HDZIP12;Oshox27, OsHox27, OsHDZ27, OsHDZIP27, HDZ27, HDZIP27
LOC101775467	PATATIN-like protein 4 (PLP4);PATATIN-like protein 5 (PLP5);phospholipase A 2A (PLA2A);PLP1	OspPLAIIbeta, pPLAIIbeta, OspPLAIIphi, pPLAIIphi, NLD, PLP1, OspPLAIIphi/PLP1, OsMATL, MTL, OsMTL;OspPLAIIdelta, pPLAIIdelta;OspPLAIIepsilon, pPLAIIepsilon;OspPLAIIeta, pPLAIIeta, MATL2;OspPLAIItheta, pPLAIItheta
LOC101775469	NAD(P)-binding Rossmann-fold superfamily protein	CCR1, OsCCR1, OsCCR14, CCR14;OsCCR15, OsDFR8, DFR8;OsCCR16
LOC101775472	B12D protein	OsB12D1;OsEnS-48
LOC101775473	CONTAINS InterPro DOMAIN/s: Galactose oxidase/kelch, beta-propeller (InterPro:IPR011043), Kelch repeat type 1 (InterPro:IPR006652), Development/cell death domain (InterPro:IPR013989), Kelch related (InterPro:IPR013089), Kelch-type beta propeller (InterPro:IPR015915);DCD (Development and Cell Death) domain protein	OsDTC1, OsNRP10, NRP10;OsKEAP1, OsNRP2, NRP2;OsNRP4
LOC101775474	sirtuin 2 (SRT2)	Sir2, OsSIR2b, OsSir2b, OsSRT2, SRT2, DLN255, OsDLN255, OsSRT702, SRT702
LOC101775475	Integrin-linked protein kinase family;VH1-interacting kinase (VIK)	
LOC101775476	Tetratricopeptide repeat (TPR)-like superfamily protein	XAB2
LOC101775477	ENHANCED DISEASE RESISTANCE 2 (EDR2);Pleckstrin homology (PH) domain-containing protein / lipid-binding START domain-containing protein	
LOC101775479	AILP1;Aluminium induced protein with YGL and LRDR motifs	OsTSJT1;SI2
LOC101775482	beta-glucosidase 45 (BGLU45);beta glucosidase 46 (BGLU46);beta-glucosidase 47 (BGLU47)	Os4bglu14, Os4Bglu14, Os4BGlu14;Os4bglu16, Os4Bglu16, Os4BGlu16;Os4bglu17, Os4Bglu17;Os4bglu18, Os4Bglu18, Os4BGlu18
LOC101775483	Major facilitator superfamily protein;unfertilized embryo sac 2 (UNE2)	PTR
LOC101775484	cis-prenyltransferase (CPT);Undecaprenyl pyrophosphate synthetase family protein	
LOC101775486	phosphorylcholine cytidylyltransferase2 (CCT2);phosphorylcholine cytidylyltransferase (CCT1);phosphorylethanolamine cytidylyltransferase 1 (PECT1)	
LOC101775488	amino acid permease 1 (AAP1);amino acid permease 2 (AAP2);amino acid permease 3 (AAP3);amino acid permease 4 (AAP4);amino acid permease 5 (AAP5)	OsAAP11A, OsAAP16, AAP16;OsAAP11B, OsAAP15, AAP15;OsAAP11C, OsAAP11, AAP11;OsAAP11E, OsAAP8, AAP8;OsAAP11F, OsAAP7, AAP7, FCO7
LOC101775489	D6 protein kinase (D6PK);D6 protein kinase like 1 (D6PKL1);D6 protein kinase like 2 (D6PKL2)	OsAGC15;OsAGC17
LOC101775492	unknown protein	OsEnS-64, PCC13-62, OsPCC13-62
LOC101775493	LRR and NB-ARC domains-containing disease resistance protein;NB-ARC domain-containing disease resistance protein;RECOGNITION OF PERONOSPORA PARASITICA 13 (RPP13)	
LOC101775495	pathogenesis-related 4 (PR4)	OsPR4b, OsPR-4b;OsPR4c;OsPR4d;OsPR4, OsPR4a, PR4a, OsPR-4
LOC101775496	DNA polymerase alpha 2 (POLA2)	
LOC101775497	Disease resistance protein (CC-NBS-LRR class) family	OsSCR8, RGly8, OsRGly8;Pib-H8, PibH8, OsPibH8
LOC101775498	high mobility group (HMG)	BIP104
LOC101775499	unknown protein	
LOC101775502	TRAF-like superfamily protein	OsM12, M12, OsM12a;OsM1, M1, OsM1a, OsM1b OsM1c;OsM4, M4, OsM4a
LOC101775503	calcium-dependent protein kinase 15 (CPK15);calcium-dependent protein kinase 17 (CPK17);calcium-dependent protein kinase 33 (CPK33);calcium-dependent protein kinase 34 (CPK34);calcium-dependent protein kinase 6 (CDPK6)	OsCDPK14, OsCPK14, CPK14;OsCDPK1, OsCPK1, CPK1;OsCDPK25, OsCPK25, CPK25;OsCDPK26, OsCPK26, CPK26;OsCDPK2, OsCPK2, CPK2
LOC101775506	BPM3;BTB-POZ and MATH domain 1 (BPM1);BTB-POZ and MATH domain 2 (BPM2)	OsMB22, MB22, OsMBTB51, MBTB51;OsMB3, MB3, OsMBTB2, MBTB2;OsMB4, MB4, OsMBTB1, MBTB1;OsMB52, MB52, OsMBTB64, MBTB64;OsMBTB50
LOC101775507	unknown protein	
